age,id,color,intake,sex,time
2 months,A723989,Black,Stray,Female,4
2 years,A689630,Blue,Stray,Male,4
2 months,A737478,Blue,Stray,Male,4
3 months,A677074,Orange Tabby,Stray,Female,4
6 months,A694532,Orange Tabby,Stray,Male,4
1 year,A669347,Colourpoint,Stray,Male,4
11 months,A764124,Black,Owner Surrender,Male,4
2 months,A756041,Black,Stray,Female,4
1 year,A679915,Black and White,Stray,Male,4
2 months,A668217,Blue,Stray,Female,4
2 months,A749292,Brown Tabby,Stray,Female,4
2 months,A707700,Cream Tabby,Public Assist,Male,4
2 months,A726686,Brown Tabby,Stray,Male,4
2 months,A733162,Brown Tabby,Stray,Female,4
2 months,A756286,Cream Tabby,Stray,Female,4
6 months,A719400,Torbie,Owner Surrender,Female,4
8 months,A672332,Black,Stray,Male,4
2 months,A741273,Black and White,Stray,Male,4
6 months,A719396,Torbie,Owner Surrender,Female,4
4 months,A736911,Black,Stray,Female,4
3 months,A719102,Brown Tabby,Stray,Female,4
3 months,A731959,Tortie,Owner Surrender,Female,4
2 months,A668270,Orange Tabby,Stray,Male,4
2 months,A704457,Blue,Stray,Male,4
2 months,A761358,Calico,Stray,Female,4
10 months,A766640,Brown Tabby,Stray,Female,4
3 months,A749370,Tortie,Stray,Female,4
1 year,A703338,Tortie,Stray,Female,4
3 years,A720989,Brown Tabby,Stray,Male,4
1 year,A714463,Brown Tabby,Stray,Female,4
3 months,A735730,Tortie,Stray,Female,4
2 months,A749224,Black and White,Stray,Male,4
2 months,A739322,Blue,Stray,Female,4
2 months,A726094,Blue,Stray,Male,4
3 months,A758754,Gray Tabby,Stray,Male,4
3 months,A758755,Orange Tabby,Stray,Male,4
5 months,A745621,Black,Stray,Female,4
1 year,A675146,Brown Tabby,Stray,Male,4
5 months,A766970,Brown Tabby,Stray,Male,4
6 months,A736363,Colourpoint,Stray,Male,4
5 months,A745620,Black,Stray,Male,4
2 years,A717555,Orange Tabby,Stray,Male,4
2 months,A703246,Tortie,Stray,Female,4
2 months,A723992,Brown Tabby,Stray,Female,4
1 year,A731259,Torbie,Stray,Female,4
2 months,A681236,Brown Tabby,Stray,Male,4
2 months,A706279,Orange Tabby,Stray,Female,4
1 year,A701920,Black and White,Stray,Male,4
2 months,A665458,Blue,Stray,Female,4
3 months,A698941,Colourpoint,Stray,Male,4
2 months,A750281,Blue,Stray,Female,4
2 months,A729496,Brown Tabby,Stray,Male,4
2 months,A678720,Black and White,Stray,Male,4
2 months,A678721,Calico,Stray,Female,4
11 months,A670437,White,Stray,Male,4
6 months,A741803,Blue,Stray,Female,4
1 year,A730593,Calico,Owner Surrender,Male,4
1 month,A750808,Brown Tabby,Stray,Female,4
2 months,A701750,Brown Tabby,Stray,Female,4
2 months,A737098,Calico,Stray,Female,4
2 months,A750581,White,Stray,Male,4
10 months,A741715,Calico,Stray,Male,4
2 months,A729157,Blue,Stray,Male,4
10 years,A717390,Colourpoint,Stray,Male,4
2 months,A756292,Brown Tabby,Stray,Female,4
4 months,A741578,Calico,Owner Surrender,Female,4
6 years,A736226,Calico,Owner Surrender,Male,4
2 years,A721448,Brown Tabby,Stray,Female,4
2 months,A736287,Torbie,Stray,Female,4
5 months,A683640,Brown Tabby,Stray,Male,4
2 months,A747882,Cream Tabby,Stray,Male,4
3 months,A664930,Brown Tabby,Stray,Female,4
1 month,A703589,Black,Stray,Female,4
2 months,A691973,Gray Tabby,Owner Surrender,Female,4
2 months,A693284,Colourpoint,Stray,Female,4
3 years,A704551,Orange Tabby,Stray,Male,4
2 months,A681347,Brown Tabby,Stray,Female,4
2 months,A693288,Brown Tabby,Stray,Female,4
2 months,A751532,Brown Tabby,Stray,Female,4
5 months,A736630,Blue,Stray,Male,4
2 months,A680698,Torbie,Stray,Female,4
5 months,A736631,Blue,Stray,Male,4
4 months,A669917,Calico,Stray,Female,4
2 months,A678451,Orange Tabby,Stray,Male,4
8 years,A688496,Orange Tabby,Owner Surrender,Male,4
2 months,A708343,Brown Tabby,Stray,Male,4
1 year,A735247,Brown Tabby,Stray,Female,4
2 months,A741617,Blue,Stray,Male,4
4 months,A742019,Black,Stray,Male,4
4 months,A742022,Brown Tabby,Stray,Female,4
1 month,A733596,Blue,Stray,Female,4
1 year,A727718,Torbie,Stray,Female,4
4 months,A716844,Blue,Stray,Male,4
1 year,A727716,Brown Tabby,Stray,Female,4
2 months,A734692,Gray Tabby,Stray,Female,4
2 months,A755580,Colourpoint,Stray,Male,4
3 months,A695733,Orange Tabby,Stray,Male,4
1 year,A675665,Black and White,Stray,Male,4
2 months,A705502,Black and White,Stray,Male,4
4 months,A768658,Brown Tabby,Stray,Male,4
4 months,A742020,Blue,Stray,Male,4
3 months,A736634,Brown Tabby,Stray,Female,4
3 months,A740231,Tortie,Stray,Female,4
3 months,A681412,Brown Tabby,Owner Surrender,Male,4
4 months,A696777,Blue,Stray,Male,4
2 months,A761718,Brown Tabby,Stray,Female,4
2 months,A683926,Tortie,Stray,Female,4
1 year,A708844,Blue,Stray,Female,4
3 months,A677076,Torbie,Stray,Female,4
2 months,A723986,Brown Tabby,Stray,Female,4
8 months,A698206,Brown Tabby,Stray,Male,4
16 years,A670616,Colourpoint,Owner Surrender,Male,4
2 months,A752753,Colourpoint,Stray,Female,4
2 months,A715364,Brown Tabby,Owner Surrender,Female,4
5 months,A719917,Brown Tabby,Stray,Male,4
2 months,A702824,Orange Tabby,Stray,Male,4
2 months,A678458,Cream Tabby,Stray,Male,4
2 months,A679834,Torbie,Stray,Female,4
2 months,A719152,Brown Tabby,Stray,Male,4
2 months,A741502,Black and White,Owner Surrender,Male,4
2 months,A680125,Colourpoint,Stray,Male,4
2 months,A680122,Colourpoint,Stray,Female,4
2 months,A669708,Orange Tabby,Stray,Male,4
4 months,A686797,Blue,Stray,Female,4
2 months,A712370,Brown Tabby,Stray,Female,4
2 months,A712371,Brown Tabby,Stray,Female,4
2 years,A689616,Black,Stray,Male,4
1 month,A750192,Orange Tabby,Owner Surrender,Female,4
2 months,A691972,Gray Tabby,Owner Surrender,Male,4
5 months,A714303,Brown Tabby,Owner Surrender,Male,4
2 months,A754885,Black,Stray,Male,4
2 months,A754881,Orange Tabby,Stray,Female,4
2 months,A749286,Calico,Stray,Female,4
6 years,A708336,Black and White,Owner Surrender,Male,4
6 years,A708335,Brown Tabby,Owner Surrender,Male,4
2 months,A730328,Blue,Stray,Male,4
1 month,A750533,Blue,Stray,Male,4
2 months,A749973,Brown Tabby,Stray,Female,4
2 months,A683416,Black and White,Stray,Male,4
5 months,A751798,Brown Tabby,Stray,Male,4
3 months,A707915,Blue,Stray,Female,4
1 year,A672690,Calico,Stray,Male,4
3 months,A707604,White,Owner Surrender,Male,4
3 months,A678304,Black and White,Stray,Female,4
7 years,A582307,Black and White,Owner Surrender,Male,4
2 months,A681932,Tortie,Stray,Female,4
8 months,A731213,Brown Tabby,Owner Surrender,Male,4
2 months,A733327,Calico,Stray,Female,4
1 year,A735464,Colourpoint,Stray,Female,4
1 month,A734488,Brown Tabby,Stray,Female,4
1 month,A752147,Brown Tabby,Stray,Male,4
2 months,A707512,Black,Owner Surrender,Male,4
5 years,A747809,Tortie,Owner Surrender,Male,4
7 months,A727561,Brown Tabby,Owner Surrender,Female,4
1 month,A749594,Orange Tabby,Owner Surrender,Male,4
4 months,A760261,Blue,Owner Surrender,Male,4
2 months,A760126,Black and White,Stray,Female,4
1 month,A688331,Colourpoint,Stray,Female,4
2 years,A767266,Black,Stray,Male,4
2 months,A707511,Brown Tabby,Owner Surrender,Male,4
1 month,A703311,Colourpoint,Stray,Male,4
1 month,A754905,Blue,Stray,Female,4
1 month,A754906,Blue,Stray,Male,4
3 years,A683275,Orange Tabby,Stray,Male,4
3 months,A695027,Tortie,Stray,Female,4
2 months,A729887,Brown Tabby,Stray,Female,4
6 months,A741642,Brown Tabby,Owner Surrender,Male,4
2 months,A689877,Colourpoint,Stray,Female,4
2 months,A681633,Blue,Stray,Male,4
1 year,A744804,Colourpoint,Stray,Male,4
6 months,A664857,Black and White,Stray,Male,4
2 months,A749180,Brown Tabby,Stray,Male,4
2 months,A729927,Brown Tabby,Stray,Male,4
3 months,A753960,Colourpoint,Stray,Male,4
2 months,A683902,Orange Tabby,Stray,Male,4
3 months,A693843,Orange Tabby,Stray,Male,4
3 months,A695028,Tortie,Stray,Female,4
2 months,A706280,Tortie,Stray,Female,4
1 year,A720223,Colourpoint,Stray,Female,4
2 months,A730070,Black and White,Stray,Male,4
2 months,A757738,Torbie,Stray,Female,4
1 year,A702022,Cream Tabby,Stray,Male,4
4 months,A670098,Blue,Stray,Female,4
2 months,A737390,Black,Stray,Female,4
1 year,A744089,Blue,Stray,Female,4
3 months,A683291,Colourpoint,Stray,Male,4
4 months,A695460,Orange Tabby,Stray,Male,4
1 month,A762824,Brown Tabby,Stray,Female,4
1 year,A723719,Brown Tabby,Stray,Male,4
2 months,A732135,Brown Tabby,Stray,Female,4
2 months,A734074,Colourpoint,Stray,Female,4
3 months,A683292,Brown Tabby,Stray,Male,4
3 months,A733595,Blue,Stray,Female,4
7 months,A719307,Blue,Stray,Male,4
2 months,A751794,Cream Tabby,Stray,Female,4
5 months,A760724,Colourpoint,Stray,Male,4
2 months,A747165,Black,Stray,Female,4
2 years,A706968,Black,Stray,Male,4
2 months,A747164,Brown Tabby,Stray,Female,4
5 months,A689951,Colourpoint,Stray,Male,4
6 months,A703109,Orange Tabby,Stray,Female,4
2 months,A734657,Black and White,Stray,Female,4
2 years,A682541,Brown Tabby,Stray,Male,4
2 months,A750341,Brown Tabby,Stray,Female,4
2 months,A764853,Black,Stray,Female,4
2 months,A764850,Brown Tabby,Stray,Female,4
2 months,A766171,Black and White,Stray,Female,4
3 months,A765915,Gray Tabby,Stray,Female,4
2 months,A683160,Blue,Stray,Male,4
2 months,A726263,Orange Tabby,Stray,Female,4
3 months,A695029,Blue,Stray,Male,4
2 months,A726264,Cream Tabby,Stray,Female,4
5 months,A746623,Brown Tabby,Stray,Male,4
5 months,A721242,Blue,Stray,Male,4
2 months,A683159,Black and White,Stray,Male,4
2 months,A687464,Black,Stray,Female,4
5 months,A766427,Colourpoint,Stray,Female,4
1 year,A766598,Brown Tabby,Stray,Female,4
1 month,A684362,Colourpoint,Stray,Female,4
4 months,A687776,Cream Tabby,Stray,Male,4
4 months,A687774,Black,Stray,Female,4
2 months,A701660,Black,Stray,Male,4
2 months,A719790,Blue,Owner Surrender,Male,4
1 year,A742598,Black and White,Owner Surrender,Male,4
2 months,A761559,Black and White,Stray,Male,4
4 months,A676638,Brown Tabby,Owner Surrender,Male,4
3 months,A712627,Black and White,Stray,Female,4
5 years,A634369,Colourpoint,Owner Surrender,Male,4
1 month,A760777,Tortie,Stray,Female,4
2 months,A733943,Black,Stray,Female,4
2 months,A694033,Black,Owner Surrender,Male,4
2 months,A694034,Black,Owner Surrender,Male,4
5 months,A679729,Brown Tabby,Owner Surrender,Male,4
1 month,A758239,Brown Tabby,Stray,Female,4
3 months,A717928,Calico,Stray,Female,4
1 year,A659352,Black,Owner Surrender,Male,4
3 months,A664708,Brown Tabby,Stray,Female,4
1 year,A718320,Brown Tabby,Owner Surrender,Male,4
3 months,A743200,Gray Tabby,Stray,Female,4
2 years,A669549,Orange Tabby,Owner Surrender,Male,4
9 months,A766606,Black,Stray,Male,4
2 years,A766141,Blue,Stray,Male,4
3 months,A751775,Black,Stray,Female,4
2 months,A749506,Black,Stray,Male,4
1 year,A709977,Brown Tabby,Stray,Male,4
3 months,A690532,Cream Tabby,Owner Surrender,Male,4
2 months,A750152,Black,Stray,Male,4
2 years,A684589,Colourpoint,Stray,Male,4
4 months,A672721,Colourpoint,Stray,Female,4
2 months,A686101,Orange Tabby,Stray,Male,4
1 month,A757711,Orange Tabby,Stray,Male,4
1 year,A679767,Calico,Stray,Female,4
5 months,A765971,Gray Tabby,Stray,Male,4
6 months,A679654,Orange Tabby,Owner Surrender,Male,4
7 years,A465830,Black and White,Stray,Male,4
1 month,A728802,Orange Tabby,Stray,Female,4
2 months,A727610,Cream Tabby,Stray,Male,4
3 months,A751776,Black,Stray,Male,4
2 years,A720387,Calico,Owner Surrender,Male,4
2 months,A702852,Orange Tabby,Stray,Male,4
1 month,A760760,Black and White,Stray,Male,4
2 months,A698699,Black and White,Stray,Female,4
4 years,A720557,White,Stray,Male,4
3 months,A759793,Brown Tabby,Owner Surrender,Male,4
2 years,A743291,Brown Tabby,Stray,Male,4
2 months,A707491,Cream Tabby,Stray,Female,4
2 months,A766931,Gray Tabby,Owner Surrender,Female,4
8 months,A722567,Calico,Owner Surrender,Female,4
3 months,A765916,Gray Tabby,Stray,Female,4
4 months,A721303,Black,Stray,Female,4
5 months,A721304,Brown Tabby,Stray,Male,4
2 months,A759797,Blue,Stray,Male,4
2 months,A704032,Brown Tabby,Owner Surrender,Female,4
3 months,A758106,Cream Tabby,Stray,Male,4
3 months,A721648,Brown Tabby,Stray,Male,4
4 months,A758102,Tortie,Owner Surrender,Female,4
3 months,A763330,Gray Tabby,Stray,Female,4
1 year,A695732,Black,Stray,Male,4
5 months,A684761,Colourpoint,Stray,Female,4
6 years,A741401,Tortie,Stray,Male,4
1 year,A716128,Blue,Stray,Female,4
1 year,A683819,Brown Tabby,Owner Surrender,Male,4
2 months,A747991,Black,Stray,Male,4
3 months,A663550,Cream Tabby,Owner Surrender,Male,4
2 months,A757603,Black and White,Owner Surrender,Male,4
3 years,A628628,Calico,Owner Surrender,Male,4
2 years,A676147,Orange Tabby,Stray,Male,4
3 years,A727670,Blue,Stray,Male,4
5 months,A713767,Blue,Owner Surrender,Female,4
2 months,A752359,Black and White,Stray,Male,4
2 months,A708855,Black,Owner Surrender,Male,4
4 months,A712998,Brown Tabby,Stray,Male,4
11 months,A676223,Torbie,Stray,Female,4
2 months,A727614,Blue,Stray,Female,4
2 months,A751768,Calico,Owner Surrender,Female,4
2 months,A742604,Blue,Stray,Female,4
2 months,A765333,White,Stray,Female,4
2 months,A668789,Black and White,Stray,Male,4
1 year,A748051,Brown Tabby,Owner Surrender,Male,4
2 months,A706836,Orange Tabby,Stray,Male,4
2 months,A756084,Calico,Stray,Female,4
2 years,A765980,Brown Tabby,Stray,Male,4
2 months,A729091,Orange Tabby,Owner Surrender,Male,4
5 months,A717803,Orange Tabby,Owner Surrender,Male,4
2 months,A704427,Orange Tabby,Stray,Male,4
5 years,A636074,Black,Owner Surrender,Male,4
1 month,A706388,Brown Tabby,Stray,Female,4
3 years,A714810,Black,Stray,Female,4
6 months,A760488,Calico,Owner Surrender,Male,4
3 months,A751777,Black,Stray,Female,4
2 months,A707669,Brown Tabby,Stray,Male,4
4 months,A757079,Black and White,Stray,Male,4
3 months,A715821,Tortie,Owner Surrender,Female,4
3 years,A759037,Calico,Stray,Female,4
1 year,A669590,Orange Tabby,Stray,Male,4
2 months,A666626,Calico,Stray,Female,4
3 years,A705686,Brown Tabby,Stray,Male,4
8 months,A695685,Brown Tabby,Stray,Female,4
1 year,A721585,Black,Stray,Male,4
5 months,A762949,Black and White,Owner Surrender,Female,4
6 months,A669598,Black,Owner Surrender,Male,4
4 months,A760257,Black and White,Owner Surrender,Female,4
4 months,A760260,Blue,Owner Surrender,Female,4
3 months,A758216,Calico,Stray,Female,4
8 months,A721315,Black,Owner Surrender,Male,4
5 years,A691243,Colourpoint,Stray,Male,4
3 years,A675518,Colourpoint,Owner Surrender,Male,4
3 months,A757442,Blue,Owner Surrender,Female,4
11 years,A762551,Brown Tabby,Stray,Male,4
5 months,A722488,Orange Tabby,Owner Surrender,Male,4
2 months,A687145,Blue,Stray,Female,4
4 months,A674690,Blue,Owner Surrender,Female,4
3 years,A706633,Calico,Owner Surrender,Male,4
2 months,A762297,Brown Tabby,Stray,Male,4
3 years,A689499,White,Stray,Male,4
3 months,A743688,Blue,Stray,Male,4
2 months,A668344,Brown Tabby,Owner Surrender,Male,4
5 years,A687740,Calico,Owner Surrender,Male,4
6 months,A694825,Tortie,Stray,Female,4
2 months,A689994,Orange Tabby,Stray,Male,4
5 months,A719518,Black,Stray,Female,4
2 months,A760646,Black and White,Stray,Male,4
4 months,A742272,Brown Tabby,Stray,Female,4
2 months,A680625,Brown Tabby,Stray,Male,4
11 months,A724073,Calico,Owner Surrender,Female,4
2 months,A733942,Black,Stray,Female,4
3 months,A743689,Blue,Stray,Female,4
2 months,A729567,Tortie,Owner Surrender,Female,4
2 months,A698132,Blue,Stray,Male,4
1 year,A690542,Brown Tabby,Stray,Male,4
6 months,A719693,Black and White,Owner Surrender,Male,4
2 months,A747386,Calico,Stray,Female,4
2 months,A730090,Torbie,Stray,Female,4
2 months,A759359,Black,Stray,Male,4
2 months,A747385,Brown Tabby,Stray,Female,4
5 months,A721247,Blue,Stray,Male,4
4 months,A687966,Brown Tabby,Stray,Male,4
2 months,A717709,Colourpoint,Stray,Female,4
2 months,A717013,Black,Stray,Female,4
2 months,A766631,Torbie,Stray,Female,4
3 months,A739635,Black and White,Stray,Male,4
2 months,A689197,Brown Tabby,Stray,Male,4
2 months,A750155,Brown Tabby,Stray,Male,4
3 months,A754501,Brown Tabby,Owner Surrender,Male,4
8 months,A669338,White,Stray,Male,4
10 months,A673454,Calico,Owner Surrender,Female,4
1 year,A742174,Orange Tabby,Owner Surrender,Male,4
2 months,A763091,Brown Tabby,Stray,Male,4
5 months,A697864,Brown Tabby,Stray,Female,4
3 months,A734054,Brown Tabby,Stray,Male,4
1 month,A737096,Black,Stray,Male,4
2 months,A728152,Brown Tabby,Owner Surrender,Female,4
3 years,A694529,Calico,Stray,Male,4
2 months,A713884,Black and White,Stray,Female,4
2 months,A746420,Blue,Stray,Male,4
1 year,A687301,Blue,Owner Surrender,Male,4
4 months,A731054,Brown Tabby,Owner Surrender,Male,4
2 months,A754116,Brown Tabby,Owner Surrender,Female,4
2 years,A756443,Brown Tabby,Owner Surrender,Male,4
2 months,A667294,Orange Tabby,Stray,Male,4
2 months,A705614,Blue,Stray,Male,4
1 month,A733602,Cream Tabby,Stray,Male,4
8 years,A591420,Black,Owner Surrender,Male,4
2 months,A764851,Brown Tabby,Stray,Male,4
2 months,A666886,Orange Tabby,Stray,Male,4
4 years,A689478,Black and White,Stray,Male,4
2 months,A688569,Blue,Stray,Male,4
2 months,A730202,Cream Tabby,Stray,Male,4
2 months,A666891,Colourpoint,Stray,Female,4
2 months,A761375,Tortie,Stray,Female,4
6 years,A766653,Brown Tabby,Stray,Male,4
1 month,A766419,Orange Tabby,Stray,Male,4
2 months,A731470,Colourpoint,Stray,Male,4
2 months,A743193,Brown Tabby,Stray,Male,4
6 years,A767870,Brown Tabby,Stray,Male,4
2 months,A716695,Black,Owner Surrender,Male,4
2 months,A716694,Black,Owner Surrender,Female,4
2 months,A705613,Blue,Stray,Male,4
4 months,A759792,Brown Tabby,Stray,Male,4
1 month,A726993,Calico,Stray,Female,4
2 months,A748204,White,Owner Surrender,Male,4
2 months,A748204,White,Owner Surrender,Male,4
2 months,A748204,White,Owner Surrender,Male,4
2 months,A748204,White,Owner Surrender,Male,4
4 months,A676889,Black,Stray,Female,4
2 months,A749067,Blue,Stray,Male,4
2 months,A764883,Brown Tabby,Stray,Female,4
2 months,A687075,Blue,Stray,Male,4
5 years,A668355,Black,Owner Surrender,Male,4
11 months,A747998,Brown Tabby,Owner Surrender,Male,4
8 months,A694748,Calico,Stray,Female,4
5 months,A767037,Torbie,Owner Surrender,Female,4
2 months,A728662,Blue,Stray,Female,4
2 months,A683286,Torbie,Stray,Female,4
1 year,A627272,Orange Tabby,Owner Surrender,Male,4
2 months,A687751,Brown Tabby,Owner Surrender,Female,4
2 months,A704747,Cream Tabby,Stray,Male,4
2 months,A689943,Black,Stray,Female,4
2 months,A683412,Colourpoint,Stray,Male,4
4 months,A742543,Brown Tabby,Stray,Female,4
4 months,A739561,Brown Tabby,Stray,Female,4
2 months,A753110,Calico,Stray,Female,4
10 months,A721990,Blue,Stray,Female,4
2 months,A683285,Brown Tabby,Stray,Female,4
3 months,A687754,Calico,Owner Surrender,Female,4
2 months,A749629,Black and White,Owner Surrender,Male,4
1 month,A748142,Black and White,Stray,Male,4
2 months,A740410,Black,Stray,Male,4
4 months,A693497,Orange Tabby,Owner Surrender,Male,4
3 months,A683365,Brown Tabby,Stray,Male,4
2 months,A752086,White,Stray,Male,4
2 months,A745885,Brown Tabby,Stray,Female,4
2 months,A705524,Black,Stray,Male,4
2 months,A705525,Black,Stray,Male,4
2 months,A751104,Brown Tabby,Owner Surrender,Male,4
2 months,A750068,Black and White,Stray,Male,40
2 months,A736505,Brown Tabby,Stray,Male,40
2 months,A665927,Cream Tabby,Owner Surrender,Male,40
2 months,A678630,Brown Tabby,Stray,Male,40
2 months,A724225,Brown Tabby,Stray,Male,40
2 months,A725347,Black and White,Stray,Male,40
2 months,A725349,Black and White,Stray,Female,40
1 month,A749087,Black,Stray,Male,40
1 month,A749084,Orange Tabby,Stray,Male,40
2 months,A688306,Brown Tabby,Stray,Female,40
2 months,A733559,Black,Stray,Male,40
2 months,A702312,Cream Tabby,Stray,Male,40
2 months,A679951,Orange Tabby,Stray,Male,40
7 years,A553905,Tortie,Stray,Male,40
